,Isolate_1,Isolate_2,Isolate_3,Isolate_4,Colony Count,cfu/ml,value,Day,ID,Qtr,Treatment,Fat,Protein,Lactose,SNF,MUN,SCC,BHB,Acetone,sccact,logscc,subclinical,Maxsq,Minsq,Avgesq,Maxpoly,Minpoly,Avgepoly,cohort,day_within_cohort,merged_ID,bac_type,gram_sp,logcfu,sq_delta,poly_delta
85,Staphylococcus chromogenes,,,,Colony Count: 700 colony forming units/mL.,700,,110,60685,RF,C,2.55,4.05,4.7,9.61,5.7751,726,0.0,0.09,726000,19.46961002265784,1,36.1,33.6,35.21,36.1,33.1,34.8,1,10,60685.0CRF,Environmental,Positive,2.8457180179666586,2.5,2.5
86,Staphylococcus chromogenes,,,,Colony Count: 700 colony forming units/mL.,700,,110,60685,RR,C,2.16,3.81,4.42,9.07,7.91305,6654,0.01,0.11,6654000,22.66579043554496,1,35.1,31.8,34.41,35.1,33.5,34.59,1,10,60685.0CRR,Environmental,Positive,2.8457180179666586,3.3000000000000007,3.3000000000000007
87,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: < 10,000 colony forming units/mL.",10000,,20,60706,LF,T ,1.16,3.57,4.64,9.08,10.03619,136,-0.15,0.02,136000,17.05324712591242,0,35.1,34.0,34.55,35.6,34.0,34.86,2,0,60706.0T LF,Contagious,Positive,4.000043427276863,1.1000000000000014,1.1000000000000014
88,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: < 10,000 colony forming units/mL.",10000,,20,60706,LR,T ,0.84,3.55,4.61,9.02,9.49142,252,-0.21,0.01,252000,17.94306420816201,1,35.5,33.5,34.87,35.5,27.2,33.95,2,0,60706.0T LR,Contagious,Positive,4.000043427276863,2.0,2.0
89,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: < 10,000 colony forming units/mL.",10000,,20,60706,RF,T ,1.05,3.52,4.59,8.97,9.7934,693,-0.12,0.02,693000,19.4024958267993,1,34.7,33.0,33.82,35.8,32.0,33.92,2,0,60706.0T RF,Contagious,Positive,4.000043427276863,1.7000000000000028,1.7000000000000028
90,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: < 10,000 colony forming units/mL.",10000,,20,60706,RR,T ,1.03,3.55,4.71,9.13,10.00417,154,-0.16,0.02,154000,17.23257082535699,0,35.6,34.4,35.21,35.8,30.7,34.6,2,0,60706.0T RR,Contagious,Positive,4.000043427276863,1.2000000000000028,1.2000000000000028
91,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 13,000 colony forming units/mL.",13000,,225,60706,LF,T ,0.91,3.23,4.62,8.73,8.2727,116,0.04,0.02,116000,16.82376527978966,0,35.5,33.8,35.0,35.0,32.9,34.2,2,25,60706.0T LF,Contagious,Positive,4.113976758289846,1.7000000000000028,1.7000000000000028
92,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 13,000 colony forming units/mL.",13000,,225,60706,LR,T ,0.63,3.17,4.66,8.72,8.50087,233,0.0,0.02,233000,17.82997042931637,0,35.0,32.3,33.9,35.3,32.6,34.6,2,25,60706.0T LR,Contagious,Positive,4.113976758289846,2.700000000000003,2.700000000000003
93,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 13,000 colony forming units/mL.",13000,,225,60706,RF,T ,0.8,3.02,4.51,8.4,7.8353,431,0.12,0.01,431000,18.71732834375119,1,35.1,32.4,34.1,35.8,33.7,34.7,2,25,60706.0T RF,Contagious,Positive,4.113976758289846,2.700000000000003,2.700000000000003
94,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 13,000 colony forming units/mL.",13000,,225,60706,RR,T ,0.75,3.17,4.58,8.63,8.54495,497,0.03,0.02,497000,18.92288632622438,1,34.7,32.4,34.1,34.3,32.4,33.4,2,25,60706.0T RR,Contagious,Positive,4.113976758289846,2.3000000000000043,2.3000000000000043
95,Staphylococcus chromogenes,Bacillus pumilus,,,"Colony Count: 1,300 colony forming units/mL.",1300,,110,60773,LF,T,1.95,3.82,5.17,9.9,10.18157,20,0.11,0.08,20000,14.28771237954945,0,35.1,34.5,34.78,35.0,34.5,34.78,1,10,60773.0TLF,Environmental,Positive,3.1142772965615864,0.6000000000000014,0.6000000000000014
96,Staphylococcus chromogenes,Bacillus pumilus,,,"Colony Count: 1,300 colony forming units/mL.",1300,,110,60773,LR,T,1.88,3.88,5.06,9.84,9.0429,345,-0.04,0.08,345000,18.39623683632762,1,35.3,33.8,34.42,35.8,33.4,34.63,1,10,60773.0TLR,Environmental,Positive,3.1142772965615864,1.5,1.5
97,Staphylococcus chromogenes,Bacillus pumilus,,,"Colony Count: 1,300 colony forming units/mL.",1300,,110,60773,RF,T,1.69,3.8,5.05,9.75,10.12591,199,-0.05,0.07,199000,17.60240890520573,0,35.0,33.9,34.44,35.4,31.6,33.8,1,10,60773.0TRF,Environmental,Positive,3.1142772965615864,1.1000000000000014,1.1000000000000014
98,Staphylococcus chromogenes,Bacillus pumilus,,,"Colony Count: 1,300 colony forming units/mL.",1300,,110,60773,RR,T,3.01,3.83,5.09,9.82,9.66035,19,0.2,0.1,19000,14.21371179810567,0,34.7,33.8,34.27,35.2,33.1,34.25,1,10,60773.0TRR,Environmental,Positive,3.1142772965615864,0.9000000000000057,0.9000000000000057
99,Staphylococcus chromogenes,Aerococcus viridans,,,"Colony Count: 6,100 CFU/ml",6100,,410,61030,LF,LT,2.09,3.66,5.08,9.61,22.34225,62,0.4,0.05,62000,15.91998059504896,0,36.5,35.0,36.09,36.5,33.8,35.5,4,10,61030.0LTLF,Environmental,Positive,3.7854010249923875,1.5,1.5
100,Staphylococcus chromogenes,Aerococcus viridans,,,"Colony Count: 6,100 CFU/ml",6100,,410,61030,LR,LT,1.98,3.68,5.03,9.58,21.90159,324,0.43,0.05,324000,18.30563428754671,1,35.2,34.2,34.85,35.5,28.9,33.81,4,10,61030.0LTLR,Environmental,Positive,3.7854010249923875,1.0,1.0
101,Staphylococcus chromogenes,Aerococcus viridans,,,"Colony Count: 6,100 CFU/ml",6100,,410,61030,RF,LT,1.91,3.74,5.1,9.71,23.0884,4,0.38,0.04,4000,11.96578428466209,0,36.1,35.7,35.93,36.4,33.5,35.45,4,10,61030.0LTRF,Environmental,Positive,3.7854010249923875,0.3999999999999986,0.3999999999999986
102,Staphylococcus chromogenes,Aerococcus viridans,,,"Colony Count: 6,100 CFU/ml",6100,,410,61030,RR,LT,1.76,3.75,5.13,9.75,21.86533,7,0.4,0.05,7000,12.77313920671969,0,35.6,34.4,35.13,35.6,33.7,34.63,4,10,61030.0LTRR,Environmental,Positive,3.7854010249923875,1.2000000000000028,1.2000000000000028
103,Staphylococcus chromogenes,Aerococcus viridans,Corynebacterium xerosis,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,61030,LF,LT,1.02,3.59,4.95,9.42,19.96444,53,0.02,0.04,53000,15.69370473922529,0,34.5,31.6,33.4,34.6,33.0,33.8,4,25,61030.0LTLF,Environmental,Positive,4.000043427276863,2.8999999999999986,2.8999999999999986
104,Staphylococcus chromogenes,Aerococcus viridans,Corynebacterium xerosis,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,61030,LR,LT,2.05,3.5,4.38,8.72,17.53707,2805,0.12,0.05,2805000,21.41956934015824,1,34.7,32.5,33.9,34.7,32.1,33.8,4,25,61030.0LTLR,Environmental,Positive,4.000043427276863,2.200000000000003,2.200000000000003
105,Staphylococcus chromogenes,Aerococcus viridans,Corynebacterium xerosis,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,61030,RF,LT,0.61,3.68,4.98,9.55,20.43304,1,-0.12,0.04,1000,9.965784284662087,0,33.7,32.3,33.1,33.7,32.3,33.2,4,25,61030.0LTRF,Environmental,Positive,4.000043427276863,1.4000000000000057,1.4000000000000057
106,Staphylococcus chromogenes,Aerococcus viridans,Corynebacterium xerosis,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,61030,RR,LT,1.42,3.65,4.98,9.52,19.61916,24,0.09,0.04,24000,14.55074678538324,0,33.9,31.9,33.1,34.0,32.1,33.1,4,25,61030.0LTRR,Environmental,Positive,4.000043427276863,2.0,2.0
107,Staphylococcus aureus,Staphylococcus sp. Coagulase Negative,,,"Colony Count : 4,300 CFU/ml",4300,,310,61035,LR,T,1.8,3.33,4.15,8.32,18.08218,589,-0.04,0.04,589000,19.16790810849255,1,33.7,33.2,33.42,34.1,32.2,33.29,3,10,61035.0TLR,Contagious,Positive,3.6335694425540916,0.5,0.5
108,Staphylococcus aureus,Staphylococcus sp. Coagulase Negative,,,"Colony Count : 4,300 CFU/ml",4300,,310,61035,RF,T,5.59,2.59,3.06,6.4,23.24725,586,0.95,0.01,586000,19.16054113908433,1,34.6,34.0,34.36,34.6,32.5,33.67,3,10,61035.0TRF,Contagious,Positive,3.6335694425540916,0.6000000000000014,0.6000000000000014
109,Staphylococcus aureus,Staphylococcus sp. Coagulase Negative,,,"Colony Count : 4,300 CFU/ml",4300,,310,61035,RR,T,1.67,3.29,4.49,8.65,20.54746,17,0.03,0.05,17000,14.05324712591243,0,34.0,33.5,33.81,34.0,31.0,33.14,3,10,61035.0TRR,Contagious,Positive,3.6335694425540916,0.5,0.5
110,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,325,61035,LF,T,2.89,3.44,1.71,5.67,18.61126,4227,-0.55,-0.16,4227000,22.01120268169288,1,37.0,36.0,36.66,37.0,31.9,35.28,3,25,61035.0TLF,Contagious,Positive,4.000043427276863,1.0,1.0
111,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,325,61035,LR,T,1.48,3.46,4.24,8.51,12.4207,401,-0.43,0.02,401000,18.61324271111701,1,35.4,34.8,35.03,35.8,31.9,34.92,3,25,61035.0TLR,Contagious,Positive,4.000043427276863,0.6000000000000014,0.6000000000000014
112,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,325,61035,RF,T,4.27,3.18,3.89,7.84,15.4092,296,0.36,0.02,296000,18.17523765029104,1,35.9,35.6,35.72,35.9,30.7,34.79,3,25,61035.0TRF,Contagious,Positive,4.000043427276863,0.29999999999999716,0.29999999999999716
113,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,325,61035,RR,T,2.49,3.23,4.3,8.35,11.92109,24,-0.08,0.04,24000,14.55074678538324,0,34.9,34.4,34.61,36.0,32.1,34.93,3,25,61035.0TRR,Contagious,Positive,4.000043427276863,0.5,0.5
114,Staphylococcus aureus,Staphylococcus chromogenes,Mixed Bacterial Growth,,"Colony Count: > 10,000 colony forming units/mL.",10000,,110,61118,LF,C,3.0,4.72,4.44,9.97,7.71091,189,-0.29,0.08,189000,17.52802670888316,0,34.5,33.2,33.88,35.5,33.9,34.91,1,10,61118.0CLF,Contagious,Positive,4.000043427276863,1.2999999999999972,1.2999999999999972
115,Staphylococcus aureus,Staphylococcus chromogenes,Mixed Bacterial Growth,,"Colony Count: > 10,000 colony forming units/mL.",10000,,110,61118,LR,C,1.74,4.29,1.55,6.36,6.38496,9999,-1.01,-0.2,9999000,23.25335238749349,1,34.8,34.3,34.51,34.5,33.2,33.88,1,10,61118.0CLR,Contagious,Positive,4.000043427276863,0.5,0.5
116,Staphylococcus aureus,Staphylococcus chromogenes,Mixed Bacterial Growth,,"Colony Count: > 10,000 colony forming units/mL.",10000,,110,61118,RF,C,3.62,4.61,4.22,9.63,8.38947,329,-0.14,0.1,329000,18.32772805839733,1,34.6,34.3,34.43,35.5,33.1,34.76,1,10,61118.0CRF,Contagious,Positive,4.000043427276863,0.30000000000000426,0.30000000000000426
117,Staphylococcus aureus,Staphylococcus chromogenes,Mixed Bacterial Growth,,"Colony Count: > 10,000 colony forming units/mL.",10000,,110,61118,RR,C,2.43,5.22,1.88,7.62,11.3354,9192,-1.24,-0.09,9192000,23.1319473673082,1,33.5,33.1,33.31,34.6,34.3,34.43,1,10,61118.0CRR,Contagious,Positive,4.000043427276863,0.3999999999999986,0.3999999999999986
118,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,61147,LF,C,2.77,4.01,4.5,9.32,21.54739,1321,-0.32,0.03,1321000,20.33319903590892,1,32.8,31.3,32.41,32.9,28.0,31.93,4,10,61147.0CLF,Contagious,Positive,4.000043427276863,1.4999999999999964,1.4999999999999964
119,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,61147,LR,C,4.77,3.89,4.04,8.69,18.7256,874,0.03,0.02,874000,19.73727375416269,1,32.4,29.7,31.73,32.6,28.8,31.51,4,10,61147.0CLR,Contagious,Positive,4.000043427276863,2.6999999999999993,2.6999999999999993
120,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,61147,RF,C,3.8,4.03,4.7,9.56,20.94572,36,-0.18,0.04,36000,15.1357092861044,0,34.5,32.7,34.1,34.6,26.4,33.46,4,10,61147.0CRF,Contagious,Positive,4.000043427276863,1.7999999999999972,1.7999999999999972
121,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,61147,RR,C,3.96,4.1,4.78,9.71,20.01702,36,-0.11,0.04,36000,15.1357092861044,0,33.2,32.3,32.78,33.2,30.4,31.88,4,10,61147.0CRR,Contagious,Positive,4.000043427276863,0.9000000000000057,0.9000000000000057
122,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,61147,LF,C,3.51,4.91,3.91,9.52,17.49372,1676,-0.37,0.07,1676000,20.67659071836144,1,33.0,28.9,32.3,33.1,31.9,32.5,4,25,61147.0CLF,Contagious,Positive,4.000043427276863,4.100000000000001,4.100000000000001
123,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,61147,LR,C,3.43,4.62,4.13,9.49,16.88841,863,-0.34,0.05,863000,19.71900103384104,1,34.5,32.7,33.8,34.7,31.9,33.8,4,25,61147.0CLR,Contagious,Positive,4.000043427276863,1.7999999999999972,1.7999999999999972
124,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,61147,RF,C,4.03,4.73,4.43,9.92,18.68712,36,-0.11,0.07,36000,15.1357092861044,0,34.5,32.2,34.0,34.5,30.9,33.6,4,25,61147.0CRF,Contagious,Positive,4.000043427276863,2.299999999999997,2.299999999999997
125,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,61147,RR,C,3.54,4.69,4.46,9.92,18.05005,33,-0.19,0.07,33000,15.01017840402054,0,34.8,32.8,33.9,34.8,31.9,33.8,4,25,61147.0CRR,Contagious,Positive,4.000043427276863,2.0,2.0
126,Staphylococcus chromogenes,,,,"Colony Count: 4,700 colony forming units/mL.",4700,,20,61426,LF,T ,2.87,3.82,4.63,9.3,15.46453,129,0.1,0.07,129000,16.97701154008534,0,35.1,33.9,34.53,35.6,33.3,34.65,2,0,61426.0T LF,Environmental,Positive,3.6721902511882525,1.2000000000000028,1.2000000000000028
127,Staphylococcus chromogenes,,,,"Colony Count: 4,700 colony forming units/mL.",4700,,20,61426,LR,T ,2.03,3.96,4.9,9.74,16.27048,14,-0.06,0.08,14000,13.77313920671969,0,34.9,34.3,34.61,35.0,32.8,34.52,2,0,61426.0T LR,Environmental,Positive,3.6721902511882525,0.6000000000000014,0.6000000000000014
128,Staphylococcus chromogenes,,,,"Colony Count: 4,700 colony forming units/mL.",4700,,20,61426,RF,T ,2.71,3.92,4.8,9.6,15.86212,17,0.02,0.08,17000,14.05324712591243,0,34.1,32.5,33.62,34.5,29.5,33.4,2,0,61426.0T RF,Environmental,Positive,3.6721902511882525,1.6000000000000014,1.6000000000000014
129,Staphylococcus chromogenes,,,,"Colony Count: 4,700 colony forming units/mL.",4700,,20,61426,RR,T ,2.52,3.93,4.75,9.55,15.39481,297,-0.02,0.09,297000,18.18010340546285,1,34.5,33.7,33.96,35.3,30.9,34.04,2,0,61426.0T RR,Environmental,Positive,3.6721902511882525,0.7999999999999972,0.7999999999999972
130,Staphylococcus chromogenes,,,,"Colony Count: 1,700 colony forming units/mL.",1700,,225,61426,LF,T ,2.17,3.53,4.39,8.78,11.69245,173,-0.12,0.05,173000,17.40041251229881,0,35.3,33.3,34.8,34.7,31.5,33.7,2,25,61426.0T LF,Environmental,Positive,3.230704313612569,2.0,2.0
131,Staphylococcus chromogenes,,,,"Colony Count: 1,700 colony forming units/mL.",1700,,225,61426,LR,T ,1.85,3.74,4.73,9.35,13.00679,13,-0.14,0.06,13000,13.66622400280318,0,33.9,31.6,32.9,33.9,31.6,32.9,2,25,61426.0T LR,Environmental,Positive,3.230704313612569,2.299999999999997,2.299999999999997
132,Staphylococcus chromogenes,,,,"Colony Count: 1,700 colony forming units/mL.",1700,,225,61426,RF,T ,1.87,3.78,4.7,9.36,13.23909,17,-0.19,0.05,17000,14.05324712591243,0,34.8,32.7,34.1,34.2,29.9,33.0,2,25,61426.0T RF,Environmental,Positive,3.230704313612569,2.0999999999999943,2.0999999999999943
133,Staphylococcus chromogenes,,,,"Colony Count: 1,700 colony forming units/mL.",1700,,225,61426,RR,T ,1.87,3.77,4.6,9.24,12.34008,385,-0.22,0.06,385000,18.55449892024435,1,34.5,30.8,33.3,34.5,30.8,33.3,2,25,61426.0T RR,Environmental,Positive,3.230704313612569,3.6999999999999993,3.6999999999999993
134,Staphylococcus chromogenes,Streptococcus parauberis,Mixed Bacterial Growth,,Colony Count: 800 CFU/ml,800,,310,61441,LF,LT,2.95,3.83,4.94,9.67,15.35768,357,-0.07,0.05,357000,18.44556454869119,1,34.9,34.5,34.74,35.2,33.9,34.63,3,10,61441.0LTLF,Environmental,Positive,2.9036325160842376,0.3999999999999986,0.3999999999999986
135,Staphylococcus chromogenes,Streptococcus parauberis,Mixed Bacterial Growth,,Colony Count: 800 CFU/ml,800,,310,61441,LR,LT,1.9,3.85,5.12,9.9,15.66486,21,-0.16,0.05,21000,14.35810170744085,0,34.3,33.9,34.17,35.1,27.5,33.76,3,10,61441.0LTLR,Environmental,Positive,2.9036325160842376,0.3999999999999986,0.3999999999999986
136,Staphylococcus chromogenes,Streptococcus parauberis,Mixed Bacterial Growth,,Colony Count: 800 CFU/ml,800,,310,61441,RF,LT,1.68,3.93,4.94,9.77,15.73829,1232,-0.27,0.05,1232000,20.23257082535699,1,35.3,34.9,35.17,35.5,33.4,34.82,3,10,61441.0LTRF,Environmental,Positive,2.9036325160842376,0.3999999999999986,0.3999999999999986
137,Staphylococcus chromogenes,Streptococcus parauberis,Mixed Bacterial Growth,,Colony Count: 800 CFU/ml,800,,310,61441,RR,LT,2.29,3.88,5.12,9.93,16.84348,16,-0.2,0.05,16000,13.96578428466209,0,34.4,34.1,34.24,35.0,32.9,34.08,3,10,61441.0LTRR,Environmental,Positive,2.9036325160842376,0.29999999999999716,0.29999999999999716
138,Staphylococcus chromogenes,,,,Colony Count: 200 CFU/ml,200,,325,61441,LF,LT,2.99,3.85,4.93,9.65,20.65858,217,-0.07,0.07,217000,17.72733551710657,0,36.6,36.0,36.24,36.9,27.6,35.41,3,25,61441.0LTLF,Environmental,Positive,2.303196057420489,0.6000000000000014,0.6000000000000014
139,Staphylococcus chromogenes,,,,Colony Count: 200 CFU/ml,200,,325,61441,LR,LT,1.5,3.89,5.09,9.85,21.89976,45,-0.25,0.05,45000,15.45763738099176,0,32.3,30.7,31.8,35.1,26.7,33.14,3,25,61441.0LTLR,Environmental,Positive,2.303196057420489,1.5999999999999979,1.5999999999999979
140,Staphylococcus chromogenes,,,,Colony Count: 200 CFU/ml,200,,325,61441,RF,LT,1.35,3.99,5.0,9.84,20.19556,220,-0.33,0.05,220000,17.74714399818675,0,36.2,35.8,36.02,36.4,33.3,35.19,3,25,61441.0LTRF,Environmental,Positive,2.303196057420489,0.4000000000000057,0.4000000000000057
141,Staphylococcus chromogenes,,,,Colony Count: 200 CFU/ml,200,,325,61441,RR,LT,1.85,3.92,5.08,9.87,21.04531,19,-0.24,0.06,19000,14.21371179810567,0,33.5,32.5,33.16,35.3,30.1,33.98,3,25,61441.0LTRR,Environmental,Positive,2.303196057420489,1.0,1.0
142,Streptococcus uberis,,,,"Colony Count: 50, 000 colony forming units/mL",50000,,20,61450,LF,C,1.33,3.64,5.12,9.66,10.37539,11,-0.05,0.03,11000,13.42521590329939,0,34.9,33.2,34.04,35.1,31.9,33.97,2,0,61450.0CLF,Environmental,Positive,4.698978690138799,1.6999999999999957,1.6999999999999957
143,Streptococcus uberis,,,,"Colony Count: 50, 000 colony forming units/mL",50000,,20,61450,LR,C,0.98,3.76,5.1,9.77,10.16499,12,-0.23,0.04,12000,13.55074678538324,0,33.1,30.1,32.21,33.1,29.9,31.97,2,0,61450.0CLR,Environmental,Positive,4.698978690138799,3.0,3.0
144,Streptococcus uberis,,,,"Colony Count: 50, 000 colony forming units/mL",50000,,20,61450,RF,C,1.54,3.92,4.6,9.37,8.46292,3947,-0.5,0.05,3947000,21.91232508855519,1,34.7,32.5,34.01,34.7,29.2,33.6,2,0,61450.0CRF,Environmental,Positive,4.698978690138799,2.200000000000003,2.200000000000003
145,Streptococcus uberis,Corynebacterium xerosis,Mixed Bacterial Growth,,"Colony Count: 3,000 colony forming units/mL.",3000,,225,61450,LF,C,0.5,3.51,5.04,9.46,7.05732,1,0.01,0.04,1000,9.965784284662087,0,34.4,32.2,33.9,34.1,29.5,32.4,2,25,61450.0CLF,Environmental,Positive,3.477265995424853,2.1999999999999957,2.1999999999999957
146,Streptococcus uberis,Corynebacterium xerosis,Mixed Bacterial Growth,,"Colony Count: 3,000 colony forming units/mL.",3000,,225,61450,LR,C,1.02,3.47,4.96,9.34,5.86548,15,0.1,0.05,15000,13.87267488027061,0,30.9,29.1,30.2,31.7,27.3,30.0,2,25,61450.0CLR,Environmental,Positive,3.477265995424853,1.7999999999999972,1.7999999999999972
147,Streptococcus uberis,Corynebacterium xerosis,Mixed Bacterial Growth,,"Colony Count: 3,000 colony forming units/mL.",3000,,225,61450,RF,C,1.74,3.77,4.33,8.94,1.46123,3833,-0.34,0.05,3833000,21.87004256746261,1,30.7,27.8,29.3,34.1,31.0,32.8,2,25,61450.0CRF,Environmental,Positive,3.477265995424853,2.8999999999999986,2.8999999999999986
148,Staphylococcus chromogenes,,,,"Colony Count: 4,500 CFU/ml",4500,,410,61498,LR,C,3.38,3.25,3.55,7.55,14.83133,260,0.24,0.04,260000,17.98815209769054,1,35.2,34.7,34.97,35.6,33.4,34.79,4,10,61498.0CLR,Environmental,Positive,3.653309012938479,0.5,0.5
149,Staphylococcus chromogenes,,,,"Colony Count: 4,500 CFU/ml",4500,,410,61498,RF,C,3.19,3.11,3.0,6.79,16.39279,1198,0.15,-0.01,1198000,20.19219647745087,1,35.3,33.4,34.67,35.3,31.6,33.77,4,10,61498.0CRF,Environmental,Positive,3.653309012938479,1.8999999999999986,1.8999999999999986
150,Staphylococcus chromogenes,,,,"Colony Count: 4,500 CFU/ml",4500,,410,61498,RR,C,3.65,3.1,3.0,6.79,16.0287,1806,0.21,0.0,1806000,20.78436646214295,1,34.7,33.8,34.3,34.9,30.9,34.04,4,10,61498.0CRR,Environmental,Positive,3.653309012938479,0.9000000000000057,0.9000000000000057
151,Staphylococcus chromogenes,,,,"Colony Count: 7,400 CFU/ml",7400,,425,61498,LF,C,2.78,3.79,4.57,9.21,14.5645,25,0.13,0.06,25000,14.60964047443681,0,32.6,29.2,30.4,32.3,29.1,30.0,4,25,61498.0CLF,Environmental,Positive,3.8692904042093983,3.400000000000002,3.400000000000002
152,Staphylococcus chromogenes,,,,"Colony Count: 7,400 CFU/ml",7400,,425,61498,LR,C,2.13,3.9,4.57,9.3,16.04486,17,0.13,0.07,17000,14.05324712591243,0,34.7,29.2,31.4,33.3,29.2,30.3,4,25,61498.0CLR,Environmental,Positive,3.8692904042093983,5.5000000000000036,5.5000000000000036
153,Staphylococcus chromogenes,,,,"Colony Count: 7,400 CFU/ml",7400,,425,61498,RF,C,4.31,3.69,3.7,8.14,13.26951,600,0.28,-0.01,600000,19.19460297515797,1,32.2,27.7,30.1,32.7,28.0,30.6,4,25,61498.0CRF,Environmental,Positive,3.8692904042093983,4.5000000000000036,4.5000000000000036
154,Staphylococcus chromogenes,,,,"Colony Count: 7,400 CFU/ml",7400,,425,61498,RR,C,2.47,3.8,4.5,9.14,14.00362,14,0.12,0.06,14000,13.77313920671969,0,33.6,31.1,32.1,34.6,31.3,33.2,4,25,61498.0CRR,Environmental,Positive,3.8692904042093983,2.5,2.5
155,Staphylococcus chromogenes,Enterococcus faecium,,,"Colony Count: 3,000 CFU/ml",3000,,40,61533,LF,LT,2.17,4.55,4.45,9.82,13.6146,73,-0.76,0.05,73000,16.1556088435421,0,36.1,32.5,35.0,36.1,32.9,35.1,4,0,61533.0LTLF,Environmental,Positive,3.477265995424853,3.6000000000000014,3.6000000000000014
156,Staphylococcus chromogenes,Enterococcus faecium,,,"Colony Count: 3,000 CFU/ml",3000,,40,61533,LR,LT,1.96,4.4,4.51,9.74,14.24486,117,-0.59,0.06,117000,16.83614900424549,0,35.5,34.8,35.2,35.2,31.6,33.6,4,0,61533.0LTLR,Environmental,Positive,3.477265995424853,0.7000000000000028,0.7000000000000028
157,Staphylococcus chromogenes,Enterococcus faecium,,,"Colony Count: 3,000 CFU/ml",3000,,40,61533,RF,LT,1.53,4.42,4.45,9.69,14.24835,2499,-0.62,0.06,2499000,21.25291947074879,1,35.1,34.2,34.9,35.1,32.9,34.4,4,0,61533.0LTRF,Environmental,Positive,3.477265995424853,0.8999999999999986,0.8999999999999986
